flow_id,window_id,pkt_count,size_mean,size_std,size_min,size_max,bytes_total,iat_mean,iat_std,iat_max,iat_min,proto,Label
"('10.1.1.16', '192.168.1.5', '192.168.1.5')",13,47,293.0,0.0,293,293,13771,0.021409893617021294,0.003191819585327225,0.024161999999998685,0.00021399999999971442,17,VoIP_Call
"('10.1.1.17', '192.168.1.4', '192.168.1.4')",13,19,678.3157894736842,0.7292845505553167,678,680,12888,0.04935352631578953,0.05427782125167036,0.19779300000000077,0.0,6,Web_Traffic
"('10.1.1.18', '192.168.1.5', '192.168.1.5')",13,44,304.0,0.0,304,304,13376,0.02272197727272728,0.003497910314411397,0.026059000000000054,0.00041599999999952786,17,VoIP_Call
"('10.1.1.2', '192.168.1.5', '192.168.1.5')",13,42,317.0,0.0,317,317,13314,0.0242829761904762,0.0037372533044119603,0.025940000000000296,0.0004889999999999617,17,VoIP_Call
"('10.1.1.5', '192.168.1.3', '192.168.1.3')",13,149,1432.0,0.0,1432,1432,213368,0.006737073825503355,0.0008378420434974827,0.009660000000000224,0.001218999999998971,17,Camera_IP
"('10.1.1.7', '192.168.1.4', '192.168.1.4')",13,19,678.5263157894736,0.880694764772711,678,680,12892,0.047355894736842055,0.04634347933454091,0.11905699999999975,0.0,6,Web_Traffic
"('10.1.1.8', '192.168.1.5', '192.168.1.5')",13,46,291.0,0.0,291,291,13386,0.02162358695652175,0.00020019344732445562,0.02218400000000109,0.02106200000000058,17,VoIP_Call
"('10.1.1.9', '192.168.1.3', '192.168.1.3')",13,192,1336.0,0.0,1336,1336,256512,0.005213687500000008,0.00040846204975948257,0.007244000000000028,0.0031820000000006843,17,Camera_IP
"('192.168.1.4', '10.1.1.11', '192.168.1.4')",13,15,137.73333333333332,3.991101212558871,134,142,2066,0.06518013333333326,0.05022198873118804,0.17722200000000043,0.004414999999999836,6,Web_Traffic
"('192.168.1.4', '10.1.1.15', '192.168.1.4')",13,7,134.0,0.0,134,134,938,0.12477685714285716,0.06637343677455115,0.20128000000000057,0.006836999999999094,6,Web_Traffic
"('192.168.1.4', '10.1.1.17', '192.168.1.4')",13,19,140.73684210526315,2.917138202221267,134,142,2674,0.04932089473684218,0.04249139374025004,0.10549500000000123,0.004025999999999641,6,Web_Traffic
"('192.168.1.4', '10.1.1.7', '192.168.1.4')",13,30,149.2,6.958927120373274,142,158,4476,0.03534076666666663,0.041944962823270586,0.11099499999999907,0.00016800000000039006,6,Web_Traffic
"('10.1.1.11', '192.168.1.4', '192.168.1.4')",14,24,678.25,0.6614378277661477,678,680,16278,0.04340599999999998,0.04847483141108713,0.16384099999999968,0.0,6,Web_Traffic
"('10.1.1.12', '192.168.1.5', '192.168.1.5')",14,45,294.0,0.0,294,294,13230,0.02200020000000001,0.0009280839665078077,0.024561000000000277,0.019439999999999458,17,VoIP_Call
"('10.1.1.13', '192.168.1.5', '192.168.1.5')",14,47,296.0,0.0,296,296,13912,0.021299617021276602,0.004482945073740995,0.024707000000001145,0.00019599999999897477,17,VoIP_Call
"('10.1.1.15', '192.168.1.4', '192.168.1.4')",14,39,679.2307692307693,0.9730085108210396,678,680,26490,0.02760066666666666,0.04299981293718013,0.16173799999999972,0.0,6,Web_Traffic
"('10.1.1.16', '192.168.1.5', '192.168.1.5')",14,45,293.0,0.0,293,293,13185,0.021875355555555528,0.0004360822122057053,0.02363399999999949,0.020116000000001577,17,VoIP_Call
"('10.1.1.17', '192.168.1.4', '192.168.1.4')",14,22,679.0909090909091,0.9958591954639383,678,680,14940,0.04531259090909089,0.06672260760904677,0.2020230000000005,0.0,6,Web_Traffic
"('10.1.1.18', '192.168.1.5', '192.168.1.5')",14,43,304.0,0.0,304,304,13072,0.023253674418604642,0.001345342970379994,0.02909900000000043,0.016903999999998476,17,VoIP_Call
"('10.1.1.2', '192.168.1.5', '192.168.1.5')",14,41,317.0,0.0,317,317,12997,0.024278439024390256,0.003418437177144944,0.027039000000000257,0.003762000000000043,17,VoIP_Call
"('10.1.1.5', '192.168.1.3', '192.168.1.3')",14,147,1432.0,0.0,1432,1432,210504,0.006782571428571428,0.000794505716362889,0.010700999999999183,0.0028600000000000847,17,Camera_IP
"('10.1.1.7', '192.168.1.4', '192.168.1.4')",14,7,679.1428571428571,0.989743318610787,678,680,4754,0.1586095714285715,0.1896838821843612,0.46480500000000013,0.0,6,Web_Traffic
"('10.1.1.8', '192.168.1.5', '192.168.1.5')",14,46,291.0,0.0,291,291,13386,0.021625260869565212,0.00021049645610795098,0.022185999999999595,0.021062999999999832,17,VoIP_Call
"('10.1.1.9', '192.168.1.3', '192.168.1.3')",14,192,1336.0,0.0,1336,1336,256512,0.00518657291666666,0.0006225821941183696,0.008315000000001405,0.0002940000000002385,17,Camera_IP
"('192.168.1.4', '10.1.1.11', '192.168.1.4')",14,25,142.32,4.789321455070644,134,150,3558,0.04165400000000005,0.04084390600811826,0.10979400000000084,0.004027000000000669,6,Web_Traffic
"('192.168.1.4', '10.1.1.15', '192.168.1.4')",14,15,134.0,0.0,134,134,2010,0.07176173333333331,0.04031349126610356,0.16096300000000063,0.006326000000001386,6,Web_Traffic
"('192.168.1.4', '10.1.1.17', '192.168.1.4')",14,11,134.0,0.0,134,134,1474,0.0906768181818181,0.06900745077666799,0.20196299999999923,0.0005049999999986454,6,Web_Traffic
"('192.168.1.4', '10.1.1.7', '192.168.1.4')",14,5,135.6,3.1999999999999997,134,142,678,0.18922620000000023,0.16471175236199745,0.4645729999999997,0.00023999999999979593,6,Web_Traffic
"('10.1.1.11', '192.168.1.4', '192.168.1.4')",15,22,679.0909090909091,0.9958591954639383,678,680,14940,0.045516636363636405,0.06270648695712533,0.17659500000000072,0.0,6,Web_Traffic
"('10.1.1.12', '192.168.1.5', '192.168.1.5')",15,46,294.0,0.0,294,294,13524,0.022000369565217396,0.0002557399629291816,0.022688000000000486,0.02133199999999924,17,VoIP_Call
"('10.1.1.13', '192.168.1.5', '192.168.1.5')",15,45,296.0,0.0,296,296,13320,0.022250177777777776,0.001395840794628835,0.028651999999999234,0.015861000000001013,17,VoIP_Call
"('10.1.1.15', '192.168.1.4', '192.168.1.4')",15,27,678.2962962962963,0.7104935590092915,678,680,18314,0.037004962962962955,0.04437174455662761,0.16025499999999937,0.0,6,Web_Traffic
"('10.1.1.16', '192.168.1.5', '192.168.1.5')",15,47,293.0,0.0,293,293,13771,0.021409808510638305,0.003051158459021036,0.022799000000000902,0.0008979999999993993,17,VoIP_Call
"('10.1.1.17', '192.168.1.4', '192.168.1.4')",15,23,679.0434782608696,0.9990543733109615,678,680,15618,0.04338095652173912,0.06250913920274108,0.18171699999999902,0.0,6,Web_Traffic
"('10.1.1.18', '192.168.1.5', '192.168.1.5')",15,43,304.0,0.0,304,304,13072,0.02324669767441861,0.0003991391046719997,0.024782000000000082,0.021721999999998687,17,VoIP_Call
"('10.1.1.2', '192.168.1.5', '192.168.1.5')",15,40,317.0,0.0,317,317,12680,0.02487309999999998,0.0002778914176436092,0.025894000000000972,0.024221000000000714,17,VoIP_Call
"('10.1.1.5', '192.168.1.3', '192.168.1.3')",15,147,1432.0,0.0,1432,1432,210504,0.006785129251700686,0.0003922643193297575,0.008252000000000592,0.0053160000000005425,17,Camera_IP
"('10.1.1.7', '192.168.1.4', '192.168.1.4')",15,26,679.2307692307693,0.9730085108210396,678,680,17660,0.03902196153846154,0.06687982003361917,0.2663019999999996,0.0,6,Web_Traffic
"('10.1.1.8', '192.168.1.5', '192.168.1.5')",15,47,291.0,0.0,291,291,13677,0.021625361702127654,0.00019705009899009685,0.022174999999998946,0.021079999999999544,17,VoIP_Call
"('10.1.1.9', '192.168.1.3', '192.168.1.3')",15,192,1336.0,0.0,1336,1336,256512,0.005213671875000002,0.00034935715017106033,0.006866000000000483,0.0035570000000006985,17,Camera_IP
"('192.168.1.4', '10.1.1.11', '192.168.1.4')",15,10,134.0,0.0,134,134,1340,0.10016719999999993,0.05593093551479321,0.17661499999999997,0.007233000000001155,6,Web_Traffic
"('192.168.1.4', '10.1.1.15', '192.168.1.4')",15,36,152.22222222222223,6.956655929999348,142,158,5480,0.029432972222222235,0.03824166639898736,0.11010100000000023,0.0001449999999998397,6,Web_Traffic
"('192.168.1.4', '10.1.1.17', '192.168.1.4')",15,12,134.0,0.0,134,134,1608,0.08314683333333332,0.06442077332640633,0.1817170000000008,0.0005740000000002965,6,Web_Traffic
"('192.168.1.4', '10.1.1.7', '192.168.1.4')",15,11,134.0,0.0,134,134,1474,0.09224427272727259,0.07524131075303447,0.2663289999999989,0.0003750000000000142,6,Web_Traffic
"('10.1.1.11', '192.168.1.4', '192.168.1.4')",16,25,678.88,0.9927738916792688,678,680,16972,0.037890679999999934,0.05039397529127416,0.14740499999999912,0.0,6,Web_Traffic
"('10.1.1.12', '192.168.1.5', '192.168.1.5')",16,45,294.0,0.0,294,294,13230,0.022000377777777736,0.0003822204302281617,0.023780999999999608,0.02029500000000084,17,VoIP_Call
"('10.1.1.13', '192.168.1.5', '192.168.1.5')",16,45,296.0,0.0,296,296,13320,0.022253688888888904,0.0003660895957260262,0.023504000000002634,0.020998999999999768,17,VoIP_Call
"('10.1.1.15', '192.168.1.4', '192.168.1.4')",16,11,679.0909090909091,0.9958591954639383,678,680,7470,0.09302654545454542,0.12064182128580883,0.28087900000000054,0.0,6,Web_Traffic
"('10.1.1.16', '192.168.1.5', '192.168.1.5')",16,47,293.0,0.0,293,293,13771,0.0214101276595745,0.003108424582961384,0.02378299999999811,0.0007769999999993615,17,VoIP_Call
"('10.1.1.17', '192.168.1.4', '192.168.1.4')",16,32,679.0625,0.998044963916957,678,680,21730,0.03286056249999997,0.049321486077911134,0.18207599999999857,0.0,6,Web_Traffic
"('10.1.1.18', '192.168.1.5', '192.168.1.5')",16,43,304.0,0.0,304,304,13072,0.023250511627906978,0.0004296685240540203,0.025017000000001843,0.021484999999998422,17,VoIP_Call
"('10.1.1.2', '192.168.1.5', '192.168.1.5')",16,40,317.0,0.0,317,317,12680,0.024867699999999982,0.00038910584678212705,0.02648800000000051,0.02336400000000083,17,VoIP_Call
"('10.1.1.5', '192.168.1.3', '192.168.1.3')",16,149,1432.0,0.0,1432,1432,213368,0.006734543624161071,0.0007079106746368629,0.009761000000001019,0.0025140000000014595,17,Camera_IP
"('10.1.1.7', '192.168.1.4', '192.168.1.4')",16,26,678.9230769230769,0.9970370305242864,678,680,17652,0.0371575384615384,0.045398124215934754,0.12377299999999813,0.0,6,Web_Traffic
"('10.1.1.8', '192.168.1.5', '192.168.1.5')",16,46,291.0,0.0,291,291,13386,0.02162536956521742,0.000342859355034644,0.02297900000000297,0.02042499999999947,17,VoIP_Call
"('10.1.1.9', '192.168.1.3', '192.168.1.3')",16,192,1336.0,0.0,1336,1336,256512,0.005213718750000003,0.00031790540728625626,0.006750000000000256,0.0036810000000002674,17,Camera_IP
"('192.168.1.4', '10.1.1.11', '192.168.1.4')",16,13,134.0,0.0,134,134,1742,0.07286084615384603,0.04839928829712912,0.14740500000000267,0.00041500000000027626,6,Web_Traffic
"('192.168.1.4', '10.1.1.15', '192.168.1.4')",16,8,141.0,7.416198487095663,134,150,1128,0.12016049999999989,0.10178323012043772,0.26204999999999856,0.0045749999999991076,6,Web_Traffic
"('192.168.1.4', '10.1.1.17', '192.168.1.4')",16,15,134.0,0.0,134,134,2010,0.07010253333333326,0.050878004491616585,0.1820750000000011,0.006174999999998931,6,Web_Traffic
"('192.168.1.4', '10.1.1.7', '192.168.1.4')",16,17,134.0,0.0,134,134,2278,0.05682917647058825,0.044981322784455505,0.12377299999999991,0.00015900000000002024,6,Web_Traffic
"('10.1.1.11', '192.168.1.4', '192.168.1.4')",17,28,679.0714285714286,0.9974457174120674,678,680,19014,0.036078892857142844,0.047325434296052266,0.1259610000000002,0.0,6,Web_Traffic
"('10.1.1.12', '192.168.1.5', '192.168.1.5')",17,45,294.0,0.0,294,294,13230,0.022000288888888914,0.00038406964774760323,0.023733000000000004,0.020641999999998717,17,VoIP_Call
"('10.1.1.13', '192.168.1.5', '192.168.1.5')",17,45,296.0,0.0,296,296,13320,0.022254977777777737,0.0008800720043493547,0.02514099999999786,0.01936500000000052,17,VoIP_Call
"('10.1.1.15', '192.168.1.4', '192.168.1.4')",17,23,679.1304347826087,0.991456891390555,678,680,15620,0.04220882608695652,0.0656751141622961,0.24741500000000016,0.0,6,Web_Traffic
"('10.1.1.16', '192.168.1.5', '192.168.1.5')",17,45,293.0,0.0,293,293,13185,0.02187524444444438,0.0010869156392808092,0.02644599999999997,0.01749900000000082,17,VoIP_Call
"('10.1.1.17', '192.168.1.4', '192.168.1.4')",17,29,678.8965517241379,0.9946348346107559,678,680,19688,0.034731655172413854,0.0459743093186767,0.11713200000000157,0.0,6,Web_Traffic
"('10.1.1.18', '192.168.1.5', '192.168.1.5')",17,43,304.0,0.0,304,304,13072,0.023250348837209302,0.00031572020905481623,0.024177999999999145,0.022327000000000652,17,VoIP_Call
"('10.1.1.2', '192.168.1.5', '192.168.1.5')",17,40,317.0,0.0,317,317,12680,0.024875450000000042,0.00043283102649872363,0.025824999999997544,0.023918999999999357,17,VoIP_Call
"('10.1.1.5', '192.168.1.3', '192.168.1.3')",17,148,1432.0,0.0,1432,1432,211936,0.006736770270270273,0.0007204571849404,0.009703999999999269,0.0033050000000010016,17,Camera_IP
"('10.1.1.7', '192.168.1.4', '192.168.1.4')",17,28,678.8571428571429,0.9897433186107872,678,680,19008,0.03625178571428579,0.052078923313122215,0.17546199999999956,0.0,6,Web_Traffic
"('10.1.1.8', '192.168.1.5', '192.168.1.5')",17,46,291.0,0.0,291,291,13386,0.021625304347826085,0.00023553333278031576,0.022396000000000527,0.020859000000001515,17,VoIP_Call
"('10.1.1.9', '192.168.1.3', '192.168.1.3')",17,192,1336.0,0.0,1336,1336,256512,0.005213723958333323,0.0005087184591462692,0.008335000000002424,0.002093999999999596,17,Camera_IP
"('192.168.1.4', '10.1.1.11', '192.168.1.4')",17,13,134.0,0.0,134,134,1742,0.07771423076923102,0.03989283972604972,0.12604600000000232,0.006940000000000168,6,Web_Traffic
"('192.168.1.4', '10.1.1.15', '192.168.1.4')",17,12,134.0,0.0,134,134,1608,0.08102991666666674,0.07154179343625927,0.24741500000000016,0.0003619999999990853,6,Web_Traffic
"('192.168.1.4', '10.1.1.17', '192.168.1.4')",17,18,138.44444444444446,3.975231959999626,134,142,2492,0.0559596666666668,0.04639375378695309,0.11627100000000112,0.00031200000000097816,6,Web_Traffic
"('192.168.1.4', '10.1.1.7', '192.168.1.4')",17,22,139.0909090909091,3.848365543366676,134,142,3060,0.04614063636363642,0.05462160008187332,0.17546199999999956,0.00013200000000068712,6,Web_Traffic
"('10.1.1.11', '192.168.1.4', '192.168.1.4')",18,21,678.4761904761905,0.85183541999992,678,680,14248,0.049069333333333374,0.059570126024737866,0.14311599999999913,0.0,6,Web_Traffic
"('10.1.1.12', '192.168.1.5', '192.168.1.5')",18,46,294.0,0.0,294,294,13524,0.022003478260869597,0.00025503262699487034,0.022539000000001863,0.021319000000001864,17,VoIP_Call
"('10.1.1.13', '192.168.1.5', '192.168.1.5')",18,45,296.0,0.0,296,296,13320,0.022242511111111123,0.0005430032789839176,0.02429300000000012,0.020236000000000587,17,VoIP_Call
"('10.1.1.15', '192.168.1.4', '192.168.1.4')",18,20,678.4,0.8000000000000003,678,680,13568,0.04850030000000007,0.056237349346408824,0.13310300000000197,0.0,6,Web_Traffic
"('10.1.1.16', '192.168.1.5', '192.168.1.5')",18,46,293.0,0.0,293,293,13478,0.021875391304347874,0.0005304023689310865,0.023651999999998452,0.019787000000000887,17,VoIP_Call
"('10.1.1.17', '192.168.1.4', '192.168.1.4')",18,19,678.421052631579,0.8153649149910351,678,680,12890,0.05309768421052621,0.059645191237810646,0.13957200000000114,0.0,6,Web_Traffic
"('10.1.1.18', '192.168.1.5', '192.168.1.5')",18,45,304.0,0.0,304,304,13680,0.022221511111111092,0.004666018786561502,0.027536000000001337,0.000838999999999146,17,VoIP_Call
"('10.1.1.2', '192.168.1.5', '192.168.1.5')",18,41,317.0,0.0,317,317,12997,0.024875341463414614,0.0002583142923776308,0.025818999999998482,0.023930000000000007,17,VoIP_Call
"('10.1.1.5', '192.168.1.3', '192.168.1.3')",18,148,1432.0,0.0,1432,1432,211936,0.00678253378378378,0.0007816074861287069,0.010699999999999932,0.0028629999999978395,17,Camera_IP
"('10.1.1.7', '192.168.1.4', '192.168.1.4')",18,18,678.3333333333334,0.7453559924999299,678,680,12210,0.056211722222222114,0.05912959088853063,0.14083199999999962,0.0,6,Web_Traffic
"('10.1.1.8', '192.168.1.5', '192.168.1.5')",18,46,291.0,0.0,291,291,13386,0.021625282608695628,0.00029166684859112315,0.02285799999999938,0.02039699999999911,17,VoIP_Call
"('10.1.1.9', '192.168.1.3', '192.168.1.3')",18,192,1336.0,0.0,1336,1336,256512,0.005213723958333342,0.0007564249397171256,0.012883999999999673,0.0,17,Camera_IP
"('192.168.1.4', '10.1.1.11', '192.168.1.4')",18,19,146.21052631578948,7.508444000053477,134,158,2778,0.05446768421052633,0.05936700393675474,0.14303999999999917,0.00027599999999949887,6,Web_Traffic
"('192.168.1.4', '10.1.1.15', '192.168.1.4')",18,19,140.31578947368422,3.261459659964141,134,142,2666,0.05109400000000002,0.05555793542543527,0.1298080000000006,0.00016300000000057935,6,Web_Traffic
"('192.168.1.4', '10.1.1.17', '192.168.1.4')",18,19,148.73684210526315,7.461071640702884,134,158,2826,0.053097631578947396,0.05813914451076192,0.13884499999999989,0.0004770000000000607,6,Web_Traffic
"('192.168.1.4', '10.1.1.7', '192.168.1.4')",18,30,145.2,4.88808074128623,134,150,4356,0.03372703333333327,0.05233051312346852,0.13888700000000043,0.00015000000000142677,6,Web_Traffic
"('10.1.1.11', '192.168.1.4', '192.168.1.4')",19,6,678.3333333333334,0.7453559924999299,678,680,4070,0.1611366666666664,0.17031662795282815,0.4647319999999979,0.0,6,Web_Traffic
"('10.1.1.12', '192.168.1.5', '192.168.1.5')",19,46,294.0,0.0,294,294,13524,0.02152380434782609,0.003208852203159355,0.02594399999999908,0.0007559999999990907,17,VoIP_Call
"('10.1.1.13', '192.168.1.5', '192.168.1.5')",19,45,296.0,0.0,296,296,13320,0.022256422222222245,0.00033510591950008505,0.023644999999998362,0.02086399999999955,17,VoIP_Call
"('10.1.1.15', '192.168.1.4', '192.168.1.4')",19,23,678.8695652173913,0.991456891390555,678,680,15614,0.046494173913043425,0.054383090543846165,0.14033600000000135,0.0,6,Web_Traffic
"('10.1.1.16', '192.168.1.5', '192.168.1.5')",19,46,293.0,0.0,293,293,13478,0.021875282608695666,0.000301815928862085,0.02275099999999952,0.02071899999999971,17,VoIP_Call
"('10.1.1.17', '192.168.1.4', '192.168.1.4')",19,25,678.72,0.9599999999999999,678,680,16968,0.03999284000000003,0.04465172392791106,0.12026599999999732,0.0,6,Web_Traffic
"('10.1.1.18', '192.168.1.5', '192.168.1.5')",19,44,304.0,0.0,304,304,13376,0.022717340909090954,0.0034435322176192794,0.024378999999999706,0.00024099999999904753,17,VoIP_Call
"('10.1.1.2', '192.168.1.5', '192.168.1.5')",19,40,317.0,0.0,317,317,12680,0.02487680000000001,0.00034530915134133787,0.026330999999998994,0.023413999999998936,17,VoIP_Call
"('10.1.1.5', '192.168.1.3', '192.168.1.3')",19,147,1432.0,0.0,1432,1432,210504,0.006782598639455785,0.0009920670008359753,0.014787999999999357,0.0,17,Camera_IP
"('10.1.1.7', '192.168.1.4', '192.168.1.4')",19,18,678.8888888888889,0.9938079899999065,678,680,12220,0.054307944444444485,0.07087349488934713,0.24068000000000112,0.0,6,Web_Traffic
"('10.1.1.8', '192.168.1.5', '192.168.1.5')",19,47,291.0,0.0,291,291,13677,0.021625255319148974,0.00029885358744247755,0.022787000000001,0.020458999999998895,17,VoIP_Call
"('10.1.1.9', '192.168.1.3', '192.168.1.3')",19,191,1336.0,0.0,1336,1336,255176,0.005213675392670161,0.00035145884355634757,0.0069530000000028735,0.0034600000000004627,17,Camera_IP
"('192.168.1.4', '10.1.1.11', '192.168.1.4')",19,10,149.2,9.765244492586962,134,158,1492,0.09624499999999969,0.13106227860753755,0.4646839999999983,0.0038660000000021455,6,Web_Traffic
"('192.168.1.4', '10.1.1.15', '192.168.1.4')",19,15,137.2,3.919183588453085,134,142,2058,0.07123899999999991,0.05098199279484182,0.13593999999999795,0.004005000000002923,6,Web_Traffic
"('192.168.1.4', '10.1.1.17', '192.168.1.4')",19,19,141.57894736842104,6.6039524805718415,134,150,2690,0.05261926315789461,0.043608444808488966,0.11741200000000163,0.00032899999999713714,6,Web_Traffic
"('192.168.1.4', '10.1.1.7', '192.168.1.4')",19,19,134.0,0.0,134,134,2546,0.051447263157894774,0.05786717798258021,0.1549710000000033,0.00015900000000002024,6,Web_Traffic
"('10.1.1.11', '192.168.1.4', '192.168.1.4')",20,13,679.2307692307693,0.9730085108210398,678,680,8830,0.06749184615384635,0.10288682791887008,0.26732500000000314,0.0,6,Web_Traffic
"('10.1.1.12', '192.168.1.5', '192.168.1.5')",20,46,294.0,0.0,294,294,13524,0.02199530434782606,0.0004370137730177505,0.023813000000000528,0.02028800000000075,17,VoIP_Call
"('10.1.1.13', '192.168.1.5', '192.168.1.5')",20,45,296.0,0.0,296,296,13320,0.022244177777777766,0.002102122982858608,0.03208000000000055,0.012419999999998765,17,VoIP_Call
"('10.1.1.15', '192.168.1.4', '192.168.1.4')",20,28,679.0714285714286,0.9974457174120674,678,680,19014,0.035944821428571395,0.04638579506552578,0.138107999999999,0.0,6,Web_Traffic
"('10.1.1.16', '192.168.1.5', '192.168.1.5')",20,46,293.0,0.0,293,293,13478,0.02188408695652169,0.0003948019771156068,0.022973000000000354,0.020783999999999025,17,VoIP_Call
"('10.1.1.17', '192.168.1.4', '192.168.1.4')",20,30,679.0,1.0,678,680,20370,0.033430466666666686,0.04152098471113395,0.1154440000000001,0.0,6,Web_Traffic
"('10.1.1.18', '192.168.1.5', '192.168.1.5')",20,43,304.0,0.0,304,304,13072,0.02325027906976737,0.0003974485677173782,0.024974000000000274,0.021388999999999214,17,VoIP_Call
"('10.1.1.2', '192.168.1.5', '192.168.1.5')",20,40,317.0,0.0,317,317,12680,0.02487407499999996,0.0005363626752248577,0.027196999999997473,0.02255400000000307,17,VoIP_Call
"('10.1.1.5', '192.168.1.3', '192.168.1.3')",20,149,1432.0,0.0,1432,1432,213368,0.006737067114093964,0.0007156994669827803,0.009408999999998002,0.0007909999999995421,17,Camera_IP
"('10.1.1.7', '192.168.1.4', '192.168.1.4')",20,28,679.0714285714286,0.9974457174120674,678,680,19014,0.038071214285714285,0.0437754773428793,0.10059599999999946,0.0,6,Web_Traffic
"('10.1.1.8', '192.168.1.5', '192.168.1.5')",20,46,291.0,0.0,291,291,13386,0.021625499999999968,0.0004100670544315017,0.0237439999999971,0.020563000000002774,17,VoIP_Call
"('10.1.1.9', '192.168.1.3', '192.168.1.3')",20,192,1336.0,0.0,1336,1336,256512,0.005215979166666662,0.0003856128909273816,0.006661000000001138,0.003289999999999793,17,Camera_IP
"('192.168.1.4', '10.1.1.11', '192.168.1.4')",20,7,134.0,0.0,134,134,938,0.12534200000000034,0.11117535522510702,0.26720900000000114,0.00038400000000038403,6,Web_Traffic
"('192.168.1.4', '10.1.1.15', '192.168.1.4')",20,14,134.0,0.0,134,134,1876,0.07188971428571429,0.0412870982605401,0.13810900000000004,0.00032099999999957163,6,Web_Traffic
"('192.168.1.4', '10.1.1.17', '192.168.1.4')",20,15,134.0,0.0,134,134,2010,0.06677893333333339,0.03484569710684835,0.1156959999999998,0.0006249999999994316,6,Web_Traffic
"('192.168.1.4', '10.1.1.7', '192.168.1.4')",20,16,134.0,0.0,134,134,2144,0.06662468750000006,0.03790744791218256,0.10040100000000152,0.00019500000000149953,6,Web_Traffic
"('10.1.1.11', '192.168.1.4', '192.168.1.4')",21,19,679.0526315789474,0.9986139979479091,678,680,12902,0.06117257894736832,0.07200628027238179,0.19047099999999872,0.0,6,Web_Traffic
"('10.1.1.12', '192.168.1.5', '192.168.1.5')",21,45,294.0,0.0,294,294,13230,0.022000244444444424,0.0005110605598194875,0.02436800000000261,0.019786999999997334,17,VoIP_Call
"('10.1.1.13', '192.168.1.5', '192.168.1.5')",21,45,296.0,0.0,296,296,13320,0.022254933333333327,0.0007624525748453745,0.02459299999999942,0.01990300000000289,17,VoIP_Call
"('10.1.1.15', '192.168.1.4', '192.168.1.4')",21,29,679.0344827586207,0.9994052928406513,678,680,19692,0.03537920689655173,0.044318896465923144,0.13968300000000156,0.0,6,Web_Traffic
"('10.1.1.16', '192.168.1.5', '192.168.1.5')",21,45,293.0,0.0,293,293,13185,0.02186651111111115,0.0006645827303145271,0.024380000000000734,0.019365999999997996,17,VoIP_Call
"('10.1.1.17', '192.168.1.4', '192.168.1.4')",21,32,591.0625,162.78742609228146,284,680,18914,0.02729265624999999,0.05862235168197864,0.3023629999999997,0.0,6,Web_Traffic
"('10.1.1.18', '192.168.1.5', '192.168.1.5')",21,43,304.0,0.0,304,304,13072,0.023250395348837258,0.0006245945341353426,0.025152999999999537,0.021348999999997176,17,VoIP_Call
"('10.1.1.2', '192.168.1.5', '192.168.1.5')",21,40,317.0,0.0,317,317,12680,0.024881200000000003,0.0006707579742348918,0.026786999999998784,0.02296400000000176,17,VoIP_Call
"('10.1.1.5', '192.168.1.3', '192.168.1.3')",21,147,1432.0,0.0,1432,1432,210504,0.006782585034013595,0.0004358666063734892,0.008509999999997575,0.005053000000000196,17,Camera_IP
"('10.1.1.7', '192.168.1.4', '192.168.1.4')",21,23,679.0434782608696,0.9990543733109615,678,680,15618,0.04082391304347834,0.05248062676580326,0.1553319999999978,0.0,6,Web_Traffic
"('10.1.1.8', '192.168.1.5', '192.168.1.5')",21,46,291.0,0.0,291,291,13386,0.02163019565217392,0.0004086936569104125,0.02296400000000176,0.020278999999998604,17,VoIP_Call
"('10.1.1.9', '192.168.1.3', '192.168.1.3')",21,192,1336.0,0.0,1336,1336,256512,0.0052114374999999895,0.0005511723076865598,0.007726000000001676,0.0027089999999994063,17,Camera_IP
"('192.168.1.4', '10.1.1.11', '192.168.1.4')",21,9,134.0,0.0,134,134,1206,0.1291421111111109,0.046577418237321824,0.19047099999999872,0.07783500000000032,6,Web_Traffic
"('192.168.1.4', '10.1.1.15', '192.168.1.4')",21,15,134.0,0.0,134,134,2010,0.06839973333333328,0.03933095142415075,0.13968300000000156,0.00015500000000301384,6,Web_Traffic
"('192.168.1.4', '10.1.1.17', '192.168.1.4')",21,15,134.0,0.0,134,134,2010,0.058306266666666794,0.03476601170198063,0.09131600000000262,0.00037100000000123146,6,Web_Traffic
"('192.168.1.4', '10.1.1.7', '192.168.1.4')",21,16,134.0,0.0,134,134,2144,0.0586843749999999,0.0537607293417733,0.15533200000000136,0.00015000000000142677,6,Web_Traffic
"('10.1.1.11', '192.168.1.4', '192.168.1.4')",22,20,679.1,0.9949874371066201,678,680,13582,0.048088750000000145,0.06638010022881487,0.18353400000000164,0.0,6,Web_Traffic
"('10.1.1.12', '192.168.1.5', '192.168.1.5')",22,46,294.0,0.0,294,294,13524,0.022000369565217396,0.0005067679924818787,0.02350099999999955,0.02027299999999954,17,VoIP_Call
"('10.1.1.13', '192.168.1.5', '192.168.1.5')",22,45,296.0,0.0,296,296,13320,0.02227431111111113,0.0005531010686112093,0.02424999999999855,0.020147999999998945,17,VoIP_Call
"('10.1.1.15', '192.168.1.4', '192.168.1.4')",22,23,678.5217391304348,0.8782178207271374,678,680,15606,0.04069317391304356,0.05367784861937496,0.1732590000000016,0.0,6,Web_Traffic
